gene_a,gene_a.identifier,gene_b,gene_b.identifier,SL.cellline,pubmed_id,source,sl_score,sl,combined_score,reactome,corum,go_F,go_C,go_P,kegg,all,gene_a_encoder,gene_b_encoder
TIA1,29799,YPEL1,7072,,25171417,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,8522,9474
ACSS3,79611,SF3B4,10262,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,98,7533
DNAJC10,54431,UBXN4,23190,,25171417,Daisy,0.2,1,223.0,0,0,1,1,1,1,5,2196,9135
DNAJC10,54431,MFN1,55669,,25171417,Daisy,0.2,1,349.0,0,0,1,0,0,0,2,2196,4809
DNAJC10,54431,WFIKKN2,124857,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,2196,9397
DNAJC10,54431,NFE2L2,4780,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,1,3,2196,5357
APOA5,116519,S100A10,6281,,29959327,ISLE,0.3,1,0.0,0,0,2,2,0,0,3,422,7321
ATP9A,10079,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,0,1,0,0,2,664,4255
ATP9A,10079,NRAS,4893,,19490893,GenomeRNAi,0.446,1,0.0,0,0,0,1,0,0,2,664,5515
ATP9A,10079,HRAS,3265,,19490893,GenomeRNAi,0.446,1,0.0,0,0,0,2,1,0,3,664,3671
NKAPD1,55216,SFPQ,6421,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,5396,7539
CUL5,55216,NKAPD1,8065,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,1862,5396
PDE6C,5146,PTGS1,5742,,20609354,GenomeRNAi,0.44299999999999995,1,0.0,0,0,1,0,0,0,2,5959,6666
KCND3,5146,PDE6C,3752,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,4064,5959
PDE6C,5146,SLC22A2,6582,,20609354,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,1,0,0,2,5959,7679
PDE6C,5146,SLC22A1,6580,,20609354,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,1,0,0,2,5959,7675
PDE6C,5146,PDGFRB,5159,,20609354,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,1,1,0,3,5959,5969
PDE6C,5146,RET,5979,,20609354,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,1,1,0,3,5959,6973
APOB,5146,PDE6C,338,,25171417,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,423,5959
PDE6C,5146,PDGFRA,5156,,20609354,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,1,0,0,2,5959,5968
BRCA1,57552,NCEH1,672,,26427375,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,839,5242
NCEH1,57552,TP53,7157,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,5242,8792
NCEH1,57552,RAB11FIP5,26056,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,5242,6750
GAPDHS,26330,LDHA,3939,,31300006,CRISPR/CRISPRi,0.33,1,542.0,1,0,2,2,1,1,6,3068,4359
BNIP3L,665,NAE1,8883,,23100467,GenomeRNAi,0.611,1,0.0,0,0,1,1,1,0,4,825,5202
CARD10,3491,CCN1,29775,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,1056,1167
CCN1,3491,LATS2,26524,,25171417,computer analysis,0.3,1,529.0,0,0,1,0,0,0,2,1167,4336
CCN1,3491,RUSC2,9853,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,1,3,1167,7309
CCN1,3491,EPAS1,2034,,25171417,computer analysis,0.3,1,261.0,2,0,1,0,3,1,5,1167,2537
CCN1,3491,LIF,3976,,25171417,computer analysis,0.3,1,210.0,0,0,1,0,1,0,3,1167,4403
CCN1,3491,SLC12A4,6560,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,1167,7651
CCN1,3491,DNAJB4,11080,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,1167,2192
CCN1,3491,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,2,0,1,0,2,0,4,1167,5202
CAPN2,3491,CCN1,824,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,1044,1167
CAVIN1,3491,CCN1,284119,,25171417,computer analysis,0.3,1,351.0,0,0,1,0,0,0,2,1096,1167
CCN1,3491,CDC42EP1,11135,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,1167,1280
CCN1,3491,PARVA,55742,,25171417,computer analysis,0.3,1,309.0,0,0,1,0,0,0,2,1167,5846
CCN1,3491,TNFAIP1,7126,,25171417,computer analysis,0.3,1,204.0,0,0,1,0,0,0,2,1167,8711
DHRS7C,201140,HRAS,3265,,19490893,GenomeRNAi,0.488,1,305.0,0,0,0,0,0,0,0,2114,3671
DHRS7C,201140,KRAS,3845,,19490893,Text Mining,0.6,1,210.0,0,0,0,0,0,0,0,2114,4255
DHRS7C,201140,NRAS,4893,,19490893,GenomeRNAi,0.488,1,157.0,0,0,0,0,0,0,0,2114,5515
CDC5L,988,CPNE1,8904,,25171417,computer analysis,0.3,1,0.0,0,0,1,4,0,0,3,1285,1721
CDC5L,988,HRAS,3265,,19490893,GenomeRNAi,0.449,1,0.0,0,0,1,3,1,0,4,1285,3671
CDC5L,988,PSMC3,5702,,25171417,computer analysis,0.3,1,980.0,1,0,1,3,1,0,5,1285,6615
API5,988,CDC5L,8539,,25171417,computer analysis,0.3,1,988.0,0,0,2,5,0,0,3,418,1285
CDC5L,988,HNRNPH1,3187,,25171417,computer analysis,0.3,1,998.0,4,1,2,4,1,1,7,1285,3616
CDC5L,988,NMD3,51068,,25171417,Daisy,0.2,1,181.0,0,0,1,4,0,0,3,1285,5416
CDC5L,988,NRAS,4893,,19490893,GenomeRNAi,0.449,1,0.0,0,0,1,1,0,0,3,1285,5515
MFNG,4242,PTPN6,5777,,25171417,computer analysis,0.3,1,200.0,1,0,0,0,0,0,1,4810,6691
MFNG,4242,STAU1,6780,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,4810,8159
RANBP2,5903,SSB,6741,,25171417,Daisy,0.2,1,170.0,1,0,2,1,1,0,5,6835,8102
PTAR1,10802,SEC24A,375743,,26472760,Text Mining,0.6,1,0.0,0,0,0,0,0,0,0,6642,7445
KIF14,9928,REXO5,81691,,25171417,Daisy,0.2,1,0.0,0,0,0,1,0,0,2,4154,6981
KIF14,9928,MICOS10-NBL1,100532736,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,0,0,0,0,0,4154,4839
KIF14,9928,SRSF7,6432,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,0,0,0,2,4154,8095
KIF14,9928,NRAS,4893,,19490893,GenomeRNAi,0.44299999999999995,1,224.0,1,0,1,2,0,0,4,4154,5515
KIF14,9928,SKP2,6502,,25171417,Daisy,0.2,1,307.0,0,0,1,2,2,0,4,4154,7636
KIF14,9928,NFE2L1,4779,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,1,2,0,0,3,4154,5356
KIF14,9928,SPAG7,9552,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,1,1,0,0,3,4154,7991
KIF14,9928,NCAPD2,9918,,31300006,CRISPR/CRISPRi,0.26,1,494.0,0,0,1,3,1,0,4,4154,5234
KIF14,9928,MRPS16,51021,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,1,1,0,0,3,4154,5006
KIF14,9928,RPL36A,6173,,31300006,CRISPR/CRISPRi,0.15,1,0.0,0,0,1,2,0,0,3,4154,7186
KIF14,9928,KRAS,3845,,19490893,GenomeRNAi,0.44299999999999995,1,169.0,1,0,1,3,2,0,5,4154,4255
KIF14,9928,SNRPC,6631,,31300006,CRISPR/CRISPRi,0.17,1,0.0,0,0,1,0,0,0,2,4154,7922
KIF14,9928,PPP2R1A,5518,,31300006,CRISPR/CRISPRi,0.27,1,0.0,3,0,1,3,2,0,5,4154,6449
KIF14,9928,PELO,53918,,31300006,CRISPR/CRISPRi,0.32,1,0.0,0,0,1,1,1,0,4,4154,6007
KIF14,9928,SKA3,221150,,31300006,CRISPR/CRISPRi,0.16,1,409.0,0,0,1,1,1,0,4,4154,7629
KIF14,9928,NSMCE1,197370,,31300006,CRISPR/CRISPRi,0.27,1,0.0,0,0,1,1,0,0,3,4154,5537
KIF14,9928,ZNF574,64763,,31300006,CRISPR/CRISPRi,0.32,1,0.0,0,0,0,1,0,0,2,4154,9751
KIF14,9928,MRPS18A,55168,,31300006,CRISPR/CRISPRi,0.2,1,0.0,0,0,0,0,0,0,0,4154,5008
APOBR,55911,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,0,1,0,0,2,430,5202
DNASE2,1777,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,0,0,0,0,0,2215,5202
BCKDHA,55101,DMAC2,593,,25171417,Daisy,0.2,1,316.0,0,0,0,0,0,0,0,751,2166
GALP,85569,HRAS,3265,,19490893,GenomeRNAi,0.446,1,0.0,0,0,1,0,0,0,2,3063,3671
GALP,85569,KRAS,3845,,19490893,GenomeRNAi,0.446,1,0.0,0,0,1,0,0,0,2,3063,4255
GALP,85569,NRAS,4893,,19490893,GenomeRNAi,0.446,1,0.0,0,0,1,0,0,0,2,3063,5515
MRRF,92399,TRUB2,26995,,25171417,Daisy,0.2,1,383.0,0,0,0,1,0,0,2,5028,8935
CASP8,841,MAPK1,5594,,23070002,Text Mining,0.1775,1,987.0,12,0,2,6,2,23,6,1083,4647
CASP8,841,CDK4,1019,,31300006,CRISPR/CRISPRi,0.4,1,566.0,2,0,2,2,1,10,6,1083,1325
CASP8,841,VEGFA,7422,,31300006,CRISPR/CRISPRi,0.46,1,0.0,2,0,2,1,2,4,6,1083,9272
CASP8,841,PARP1,142,,21464044,Text Mining,0.4305,1,820.0,2,0,2,3,3,2,6,1083,5836
CASP8,841,TNFRSF10A,8797,,24745479,Text Mining,0.1775,1,999.0,13,0,2,2,10,6,6,1083,8717
CASP8,841,CHEK2,11200,,31300006,CRISPR/CRISPRi,0.48,1,506.0,0,0,3,2,0,1,4,1083,1463
CASP8,841,FNTA,2339,,31300006,CRISPR/CRISPRi,0.46,1,0.0,6,0,1,2,0,0,4,1083,2946
CASP8,841,CHEK1,1111,,28319113,CRISPR screen,0.65,1,512.0,1,0,1,4,2,3,6,1083,1462
CASP8,841,CFLAR,8837,,23070002;21543344,Text Mining,0.464375,1,998.0,3,3,6,6,10,6,7,1083,1437
CASP8,841,PSMB8,5696,,25171417,computer analysis,0.3,1,258.0,8,0,1,3,0,1,5,1083,6611
CASP8,841,CDH1,999,,21903591,Text Mining,0.1775,1,645.0,7,0,2,1,0,1,5,1083,1297
CASP8,841,RNF34,80196,,21903591,Text Mining,0.1775,1,300.0,1,0,2,3,2,0,5,1083,7113
CASP8,841,DIABLO,56616,,21543344,Text Mining,0.1775,1,843.0,3,0,1,2,4,2,6,1083,2130
CASP8,841,XIAP,331,,21543344,Text Mining,0.1775,1,999.0,10,0,2,3,0,8,5,1083,9429
CASP8,841,MYC,4609,,21543344,Text Mining,0.56,1,0.0,3,0,2,2,0,7,5,1083,5125
CASP8,841,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,2,3,0,1,4,1083,5202
CASP8,841,VHL,7428,,28319113,CRISPR screen,0.65,1,215.0,2,0,1,3,1,1,6,1083,9281
CASP8,841,CDKN1B,1027,,28319113,CRISPR screen,0.65,1,667.0,2,0,2,3,3,5,6,1083,1339
CASP8,841,KRAS,3845,,18794128,Text Mining,0.1775,1,469.0,3,0,2,4,0,12,5,1083,4255
CASP8,841,FADD,8772,,23070002,Text Mining,0.1775,1,999.0,31,10,6,8,19,26,7,1083,2691
CASP8,841,CDK9,1025,,28319113,CRISPR screen,0.65,1,361.0,2,0,1,1,0,0,4,1083,1333
CASP8,841,MTOR,2475,,28319113,CRISPR screen,0.65,1,584.0,3,0,2,4,1,9,6,1083,5086
CASP8,841,PPARA,5465,,23212831,Text Mining,0.1775,1,199.0,0,0,2,1,2,2,5,1083,6387
CASP8,841,HCCS,3052,,23212831,Text Mining,0.1775,1,0.0,0,0,1,1,0,0,3,1083,3483
CASP8,841,CITED2,10370,,23212831,Text Mining,0.1775,1,0.0,0,0,1,2,1,0,4,1083,1520
CASP8,841,TNFRSF10B,8795,,24745479;23070002,Text Mining,0.1775,1,999.0,13,0,1,0,10,6,5,1083,8718
CASP8,841,CDC20,991,,21903591,Text Mining,0.4305,1,180.0,2,0,1,2,0,1,5,1083,1266
CASP8,841,NME1,4830,,23212831,Text Mining,0.1775,1,186.0,0,0,2,3,0,0,3,1083,5417
CASP8,841,TNF,7124,,23212831,Text Mining,0.1775,1,986.0,6,0,3,1,9,25,6,1083,8710
CASP8,841,SRC,6714,,24745479,Text Mining,0.1775,1,779.0,3,0,3,5,1,8,6,1083,8062
CASP8,841,IKBKB,3551,,24745479,Text Mining,0.1775,1,963.0,18,1,3,3,3,24,7,1083,3818
CASP8,841,FAT1,2195,,24442637,Text Mining,0.56,1,625.0,0,0,1,0,0,0,2,1083,2782
MCM2,6626,SNRPA,4171,,25171417,computer analysis,0.3,1,318.0,0,0,1,1,0,0,3,4721,7918
SNRPA,6626,XRCC1,7515,,25171417,Daisy,0.2,1,181.0,0,0,1,1,0,0,3,7918,9444
UBE2A,7319,WDR44,54521,,25171417,Daisy,0.2,1,252.0,0,0,1,1,0,0,3,9077,9366
E2F2,1870,GNS,2799,,29959327,ISLE,0.3,1,0.0,1,0,1,0,0,0,3,2335,3238
E2F2,1870,P3H2,55214,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,2335,5773
E2F2,1870,PDC,5132,,23833190,Text Mining,0.1775,1,0.0,0,0,0,0,0,0,0,2335,5939
E2F1,1870,E2F2,1869,,25171417,computer analysis,0.3,1,958.0,19,0,8,3,4,24,6,2334,2335
HMMR,3161,PTTG1,9232,,25171417,Daisy,0.2,1,923.0,2,0,1,1,0,0,4,3599,6709
HMMR,3161,KIF20A,10112,,25171417,Daisy,0.2,1,887.0,2,0,1,0,0,0,3,3599,4162
CCN3,3161,HMMR,4856,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1169,3599
HMMR,3161,PCNA,5111,,25171417,computer analysis,0.3,1,539.0,2,0,1,1,0,0,4,3599,5925
BAG5,9529,NAE1,8883,,23100467,GenomeRNAi,0.629,1,0.0,0,0,2,2,0,0,3,721,5202
NAT10,55226,RPIA,22934,,25171417,computer analysis,0.3,1,461.0,0,0,1,0,0,0,2,5222,7156
NAT10,55226,RPL13,6137,,31300006,CRISPR/CRISPRi,0.01,1,0.0,3,0,2,3,0,0,4,5222,7161
BRCA1,2257,FGF12,672,,26427375,computer analysis,0.3,1,292.0,0,0,1,2,0,0,3,839,2875
KRAS,3914,LAMB3,3845,,22613949,Text Mining,0.6,1,234.0,1,0,2,0,0,3,4,4255,4308
LAMB3,3914,PLEC,5339,,25171417,Daisy,0.2,1,931.0,6,0,2,0,1,0,4,4308,6225
CTSG,1511,LRWD1,222229,,29959327,ISLE,0.3,1,0.0,0,0,1,3,0,0,3,1845,4512
CTSG,1511,PDAP1,11333,,29959327,ISLE,0.3,1,0.0,3,0,1,2,1,0,5,1845,5938
CTSG,1511,RNPEP,6051,,29959327,ISLE,0.3,1,0.0,0,0,0,4,1,1,4,1845,7128
CTSG,1511,PLOD3,8985,,29959327,ISLE,0.3,1,0.0,1,0,1,3,0,0,4,1845,6257
LOXL2,7168,TPM1,4017,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,4457,8808
PTEN,7168,TPM1,5728,,26427375,computer analysis,0.3,1,566.0,0,0,2,1,2,1,5,6654,8808
RIN2,7168,TPM1,54453,,25171417,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,7048,8808
DSTN,7168,TPM1,11034,,25171417,computer analysis,0.3,1,584.0,0,0,2,1,0,1,4,2282,8808
DNAH1,25981,NCKAP1L,3071,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,2180,5246
ASAP1,10325,RRAGB,50807,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,555,7257
ELK4,3717,JAK2,2005,,25407795,Text Mining,0.4,1,0.0,0,0,1,3,1,0,4,2469,4013
JAK2,3717,MAP2K4,6416,,25407795,Text Mining,0.4,1,216.0,5,0,4,2,4,4,6,4013,4623
ABL1,3717,JAK2,25,,26637171,Text Mining,0.4,1,572.0,11,0,7,6,7,2,6,51,4013
JAK2,3717,PIM1,5292,,24830942,Text Mining,0.56,1,430.0,4,0,2,6,4,4,6,4013,6147
COL1A1,3717,JAK2,1277,,25407795,Text Mining,0.4,1,209.0,4,0,3,1,2,2,6,1649,4013
CCND2,3717,JAK2,894,,25407795,Text Mining,0.4,1,935.0,6,0,2,5,0,4,5,1179,4013
JAK2,3717,PIK3R1,5295,,28319113,CRISPR screen,0.65,1,964.0,21,0,3,4,8,15,6,4013,6142
DDB2,3717,JAK2,1643,,25407795,Text Mining,0.4,1,0.0,0,0,1,2,0,2,4,2020,4013
JAK2,3717,YES1,7525,,26637171,Text Mining,0.4,1,951.0,13,0,5,4,2,1,6,4013,9465
JAK2,3717,STAT5B,6777,,26637171,Text Mining,0.4,1,999.0,19,0,2,4,4,10,6,4013,8156
EPHA2,3717,JAK2,1969,,26637171,Text Mining,0.4,1,0.0,0,0,2,2,1,2,5,2549,4013
JAK2,3717,MAP3K1,4214,,25407795,Text Mining,0.4,1,914.0,1,0,4,1,3,3,6,4013,4626
JAK2,3717,KIT,3815,,26637171,Text Mining,0.4,1,960.0,13,0,5,1,10,3,6,4013,4186
JAK2,3717,TRIP11,9321,,25407795,Text Mining,0.4,1,0.0,0,0,1,2,0,0,3,4013,8896
JAK2,3717,KMT2C,58508,,25407795,Text Mining,0.4,1,224.0,2,0,3,2,0,0,4,4013,4238
JAK2,3717,LCK,3932,,26637171,Text Mining,0.4,1,916.0,13,0,10,3,4,4,6,4013,4346
JAK2,3717,USP6,9098,,25407795,Text Mining,0.4,1,0.0,0,0,1,2,0,0,3,4013,9229
JAK2,3717,KMT2E,55904,,25407795,Text Mining,0.4,1,0.0,2,0,2,4,1,0,5,4013,4240
FBN1,3717,JAK2,2200,,25407795,Text Mining,0.4,1,0.0,0,0,2,0,1,0,3,2791,4013
JAK2,3717,STAT3,6774,,17121906,Text Mining,0.1775,1,998.0,21,0,3,6,16,15,6,4013,8153
EXT1,3717,JAK2,2131,,25407795,Text Mining,0.4,1,0.0,1,0,1,0,2,0,4,2664,4013
JAK2,3717,SMARCA2,6595,,25171417,Daisy,0.2,1,311.0,3,0,3,2,1,0,5,4013,7857
ABL2,3717,JAK2,27,,26637171,Text Mining,0.4,1,215.0,0,0,5,1,3,1,5,52,4013
JAK2,3717,SUFU,51684,,25407795,Text Mining,0.4,1,0.0,1,0,2,4,1,1,6,4013,8227
JAK2,3717,WRN,7486,,25407795,Text Mining,0.4,1,260.0,1,0,2,4,1,0,5,4013,9413
JAK2,3717,SDHB,6390,,25407795,Text Mining,0.4,1,186.0,0,0,2,2,0,0,3,4013,7428
JAK2,3717,MTRF1L,54516,,25407795,Text Mining,0.4,1,0.0,0,0,0,0,0,0,0,4013,5093
HERPUD1,3717,JAK2,9709,,25407795,Text Mining,0.4,1,0.0,0,0,1,0,0,0,2,3528,4013
EZH2,3717,JAK2,2146,,25407795,Text Mining,0.4,1,845.0,5,0,1,3,0,0,4,2670,4013
BRIP1,3717,JAK2,83990,,25407795,Text Mining,0.4,1,0.0,1,0,3,3,0,0,4,851,4013
JAK2,3717,MCPH1,79648,,25407795,Text Mining,0.4,1,0.0,2,0,2,2,1,0,5,4013,4732
JAK2,3717,NFIB,4781,,25407795,Text Mining,0.4,1,0.0,0,0,0,2,0,0,2,4013,5359
JAK2,3717,TSC1,7248,,25407795,Text Mining,0.4,1,0.0,1,0,1,4,2,2,6,4013,8936
JAK2,3717,PIK3C3,5289,,25407795,Text Mining,0.4,1,191.0,8,0,3,2,1,2,6,4013,6137
JAK2,3717,RB1,5925,,25407795,Text Mining,0.4,1,269.0,8,0,2,2,1,3,6,4013,6881
JAK2,3717,PPARA,5465,,25407795,Text Mining,0.4,1,223.0,0,0,1,2,1,1,5,4013,6387
JAK2,3717,MEN1,4221,,25407795,Text Mining,0.4,1,209.0,1,0,1,4,2,0,5,4013,4785
JAK2,3717,NFKB2,4791,,25407795,Text Mining,0.4,1,938.0,7,0,1,4,1,1,6,4013,5364
FYN,3717,JAK2,2534,,26637171,Text Mining,0.4,1,955.0,17,0,9,4,12,2,6,3010,4013
JAK2,3717,KRAS,3845,,25407795,Text Mining,0.4,1,962.0,14,0,1,5,3,12,6,4013,4255
JAK2,3717,SS18L1,26039,,25407795,Text Mining,0.4,1,0.0,0,0,1,3,0,0,3,4013,8100
CARF,79800,CDKN2A,1029,,21052095,Text Mining,0.4305,1,379.0,0,0,1,1,0,0,3,1064,1341
PTEN,7053,TGM3,5728,,26427375,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,6654,8492
SLC26A9,115019,SPOCK1,6695,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,7720,8036
ZNF347,84671,ZSCAN18,65982,,25171417,Daisy,0.2,1,0.0,0,0,3,0,1,1,4,9688,9861
ZNF347,84671,ZNF701,55762,,25171417,Daisy,0.2,1,0.0,3,0,3,1,1,2,6,9688,9804
FBXL19,54620,GLI3,2737,,29959327,ISLE,0.3,1,0.0,0,0,1,1,1,1,5,2799,3178
FBXL19,54620,FUS,2521,,25171417,Daisy,0.2,1,0.0,0,0,2,0,1,0,3,2799,2998
TNFRSF1A,11078,TRIOBP,7132,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,8727,8894
PRSS23,11078,TRIOBP,11098,,25171417,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,6578,8894
TRIOBP,11078,ZNFX1,57169,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,8894,9849
SSH3,11078,TRIOBP,54961,,25171417,computer analysis,0.3,1,0.0,0,0,0,2,0,0,2,8109,8894
KRAS,25830,SULT4A1,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,2,0,0,3,4255,8239
FBXO44,93611,MYC,4609,,22157079,GenomeRNAi,0.5539999999999999,1,0.0,3,0,1,0,0,0,3,2819,5125
FBXO44,93611,NRAS,4893,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,2,0,1,0,0,0,3,2819,5515
FBXO44,93611,HRAS,3265,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,2,0,1,2,0,0,4,2819,3671
FBXO44,93611,NAE1,8883,,23100467,GenomeRNAi,0.638,1,900.0,3,0,1,2,1,1,6,2819,5202
FBXO44,93611,KRAS,3845,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,1,0,1,2,0,0,4,2819,4255
MYLIP,29116,NRAS,4893,,19490893,GenomeRNAi,0.509,1,0.0,4,0,1,1,0,1,5,5151,5515
KRAS,29116,MYLIP,3845,,19490893,Text Mining,0.6,1,0.0,2,0,1,2,0,1,5,4255,5151
ATP2A2,488,NRAS,4893,,19490893,GenomeRNAi,0.455,1,0.0,2,0,1,1,0,3,5,627,5515
ATP2A2,488,HRAS,3265,,19490893,GenomeRNAi,0.455,1,175.0,2,0,1,1,0,3,5,627,3671
ATP2A2,488,KRAS,3845,,19490893,GenomeRNAi,0.455,1,172.0,1,0,1,2,0,3,5,627,4255
PLEC,5339,S100A16,140576,,25171417,Daisy,0.2,1,0.0,0,0,2,4,0,0,3,6225,7326
GOLIM4,27333,TP53,7157,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,3244,8792
BRCA1,27333,GOLIM4,672,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,839,3244
PSMC3,9364,RAB28,5702,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,6615,6763
PIK3CA,9364,RAB28,5290,,25171417,computer analysis,0.3,1,0.0,0,0,1,2,0,0,3,6138,6763
HNRNPC,9364,RAB28,3183,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,3611,6763
ABT1,29777,MAPK14,1432,,25171417,Daisy,0.2,1,0.0,0,0,1,1,1,0,4,58,4652
ITGA9,3680,S100A10,6281,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,3978,7321
ESPN,83715,FZR1,51343,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,2612,3021
MRFAP1L1,114932,TBL1XR1,79718,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,4949,8387
ILF2,114932,MRFAP1L1,3608,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,3871,4949
GON7,84520,UBR7,55148,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,3250,9130
SSTR5,6755,STMN1,3925,,31300006,CRISPR/CRISPRi,0.47,1,0.0,1,0,0,1,0,0,3,8117,8189
SSTR5,6755,TSPO,706,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,0,0,0,1,2,8117,8963
MYL7,58498,ZDHHC5,25921,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,5150,9550
FBRS,64319,SETD1A,9739,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,2794,7518
FBRS,64319,ZNF768,79724,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,2794,9822
FBRS,64319,RARA,5914,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,2794,6853
FBRS,64319,PRR14,78994,,25171417,Daisy,0.2,1,378.0,0,0,0,0,0,0,0,2794,6564
FBRS,64319,ZNF646,9726,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,2794,9780
ACTR1A,10121,KRAS,3845,,19490893,GenomeRNAi,0.44,1,0.0,1,0,1,2,0,1,5,105,4255
ACTR1A,10121,ARL3,403,,25171417,Daisy,0.2,1,0.0,2,0,1,4,0,1,5,105,512
ACTR1A,10121,NRAS,4893,,19490893,GenomeRNAi,0.44,1,0.0,2,0,1,1,0,2,5,105,5515
ACTR1A,10121,HRAS,3265,,19490893,GenomeRNAi,0.44,1,0.0,2,0,1,2,0,3,5,105,3671
PCDHGB6,56100,PCDHGC5,56097,,25171417,Daisy,0.2,1,0.0,0,0,1,1,2,1,5,5909,5912
BRF2,55290,GOLGA7,51125,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,848,3241
KLHL1,57626,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,1,1,0,1,4,4204,5202
KLHL1,57626,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,4204,6654
RBM39,91746,YTHDC1,9584,,25171417,computer analysis,0.3,1,439.0,0,0,2,2,1,1,5,6918,9476
IL4,3565,NEUROG1,4762,,25171417,Daisy,0.2,1,0.0,0,0,1,0,1,0,3,3863,5345
IL4,3565,KIT,3815,,20609354,GenomeRNAi,0.524,1,725.0,2,0,1,1,6,3,6,3863,4186
IL4,3565,RET,5979,,20609354,GenomeRNAi,0.524,1,0.0,2,0,1,0,2,1,5,3863,6973
IL4,3565,PTGS1,5742,,20609354,GenomeRNAi,0.524,1,596.0,0,0,1,0,0,0,2,3863,6666
IL4,3565,SLC22A1,6580,,20609354,GenomeRNAi,0.524,1,0.0,0,0,1,0,0,0,2,3863,7675
IL4,3565,PDGFRB,5159,,20609354,GenomeRNAi,0.524,1,689.0,2,0,1,0,3,3,5,3863,5969
IL4,3565,NTRK1,4914,,20609354,GenomeRNAi,0.524,1,188.0,0,0,1,0,2,2,4,3863,5560
